LEMMA;TF;IDF;TF*IDF
ada;0.001001;0.028855;2.9e-05
apecoin;0.001001;0.028855;2.9e-05
asic;0.001001;3.658211;0.003662
bcn;0.001001;4.658211;0.004663
binance;0.001001;0.014355;1.4e-05
bitcoin;0.001001;0.014355;1.4e-05
bitcoinпрогноз;0.001001;0.028855;2.9e-05
bitget;0.001001;0.014355;1.4e-05
blake;0.001001;6.658211;0.006665
bnb;0.001001;0.028855;2.9e-05
btc;0.001001;0.014355;1.4e-05
btcp;0.001001;6.658211;0.006665
btcusdeurrubuahkzt;0.001001;1.704015;0.001706
busd;0.001001;0.028855;2.9e-05
buybit;0.001001;0.028855;2.9e-05
bybit;0.001001;0.014355;1.4e-05
bytecoin;0.002002;4.658211;0.009326
cardano;0.001001;0.028855;2.9e-05
cardanoadaada;0.001001;0.028855;2.9e-05
cex;0.001001;0.028855;2.9e-05
coin;0.001001;0.028855;2.9e-05
coinbnbbnb;0.001001;0.028855;2.9e-05
coinex;0.001001;0.028855;2.9e-05
coinusdcusdc;0.001001;0.028855;2.9e-05
company;0.001001;5.073249;0.005078
comвсе;0.001001;0.028855;2.9e-05
core;0.001001;5.073249;0.005078
cpu;0.001001;6.658211;0.006665
crypto;0.002002;0.014355;2.9e-05
cryptonote;0.001001;6.658211;0.006665
currency;0.001001;0.014355;1.4e-05
dao;0.001001;3.073249;0.003076
darknet;0.001001;6.658211;0.006665
dash;0.001001;3.336283;0.00334
dcr;0.001001;6.658211;0.006665
decred;0.001001;5.658211;0.005664
defi;0.001001;0.014355;1.4e-05
defiанонимныес;0.001001;0.028855;2.9e-05
dex;0.001001;0.028855;2.9e-05
dgb;0.001001;6.658211;0.006665
digibyte;0.001001;6.658211;0.006665
doge;0.001001;0.028855;2.9e-05
dogecoin;0.001001;0.028855;2.9e-05
dogecoindark;0.001001;6.658211;0.006665
dot;0.001001;0.028855;2.9e-05
dpow;0.001001;6.658211;0.006665
dusk;0.002002;6.658211;0.01333
earn;0.001001;1.528928;0.00153
earnпроект;0.001001;0.028855;2.9e-05
earnтокен;0.001001;0.028855;2.9e-05
electric;0.001001;6.658211;0.006665
erg;0.001001;5.073249;0.005078
ergo;0.001001;5.073249;0.005078
eth;0.001001;0.014355;1.4e-05
ethereum;0.001001;0.014355;1.4e-05
ethereumкурсыbitcoinbtcbtc;0.001001;0.028855;2.9e-05
ethereumперспективный;0.001001;0.028855;2.9e-05
ethereumпрогноз;0.001001;0.028855;2.9e-05
eur;0.001001;0.014355;1.4e-05
flux;0.002002;5.073249;0.010157
gpu;0.001001;5.073249;0.005078
gwei;0.001001;0.028855;2.9e-05
hitbtc;0.001001;0.028855;2.9e-05
horizen;0.001001;4.658211;0.004663
huobi;0.001001;0.028855;2.9e-05
i;0.001001;6.658211;0.006665
ico;0.001001;0.028855;2.9e-05
info;0.001001;0.028855;2.9e-05
instant;0.001001;5.073249;0.005078
inushibshib;0.001001;0.028855;2.9e-05
io;0.001001;0.028855;2.9e-05
ip;0.001001;0.028855;2.9e-05
jpy;0.001001;0.028855;2.9e-05
knowledge;0.001001;6.658211;0.006665
komodo;0.001001;5.073249;0.005078
kovri;0.001001;6.658211;0.006665
kucoin;0.001001;0.028855;2.9e-05
kzt;0.001001;0.028855;2.9e-05
litecoin;0.001001;0.014355;1.4e-05
ltc;0.001001;0.028855;2.9e-05
lyra;0.001001;6.658211;0.006665
max;0.002002;0.103623;0.000207
merkle;0.001001;5.658211;0.005664
mexc;0.001001;0.028855;2.9e-05
min;0.002002;0.103623;0.000207
monero;0.001001;1.613817;0.001615
move;0.001001;0.028855;2.9e-05
navcoin;0.001001;6.658211;0.006665
navtech;0.001001;6.658211;0.006665
network;0.001001;2.13465;0.002137
nft;0.001001;0.014355;1.4e-05
nominex;0.001001;0.028855;2.9e-05
of;0.001001;0.182478;0.000183
okx;0.001001;0.028855;2.9e-05
p;0.001001;2.265894;0.002268
phemex;0.001001;0.014355;1.4e-05
pivx;0.001001;5.658211;0.005664
play;0.001001;0.028855;2.9e-05
polkadot;0.001001;0.028855;2.9e-05
poloniex;0.001001;0.028855;2.9e-05
private;0.001001;5.073249;0.005078
privatesend;0.001001;5.073249;0.005078
proof;0.002002;2.014355;0.004033
protocol;0.001001;0.028855;2.9e-05
ravencoin;0.001001;0.028855;2.9e-05
rev;0.001001;6.658211;0.006665
ringct;0.001001;6.658211;0.006665
ripplexrpxrp;0.001001;0.028855;2.9e-05
ru;0.001001;0.014355;1.4e-05
rub;0.001001;0.014355;1.4e-05
