TOKEN;TF;IDF;TF*IDF
ada;0.000397;0.028855;1.1e-05
apt;0.000397;0.488286;0.000194
asic;0.000397;3.658211;0.001452
allegro;0.000397;6.658211;0.002643
alonzo;0.000397;5.073249;0.002014
america;0.000397;0.592122;0.000235
apecoin;0.000397;0.028855;1.1e-05
appstore;0.000397;6.658211;0.002643
aptos;0.000397;0.488286;0.000194
bft;0.000397;5.073249;0.002014
bnb;0.000397;0.028855;1.1e-05
btc;0.000397;0.014355;6e-06
busd;0.000397;0.028855;1.1e-05
bank;0.000397;0.549687;0.000218
binance;0.000397;0.014355;6e-06
bitcoin;0.000397;0.014355;6e-06
bitcoinпрогнозы;0.000397;0.028855;1.1e-05
bitforx;0.000397;6.658211;0.002643
bitget;0.000397;0.014355;6e-06
bittrex;0.000397;5.073249;0.002014
block;0.000397;4.073249;0.001617
blur;0.000397;0.592122;0.000235
buybit;0.000397;0.028855;1.1e-05
bybit;0.000397;0.014355;6e-06
byzantine;0.000397;6.658211;0.002643
cex;0.000397;0.028855;1.1e-05
cardano;0.000397;0.028855;1.1e-05
cardanoadaada;0.000397;0.028855;1.1e-05
cardanoисходный;0.000397;6.658211;0.002643
catalyst;0.000397;4.658211;0.001849
change;0.000397;0.613817;0.000244
chrome;0.000397;5.658211;0.002246
coin;0.000397;0.028855;1.1e-05
coinbnbbnb;0.000397;0.028855;1.1e-05
coinex;0.000397;0.028855;1.1e-05
coinmarketcap;0.000794;3.073249;0.00244
coinstart;0.000794;0.613817;0.000487
coinusdcusdc;0.000397;0.028855;1.1e-05
college;0.000397;6.658211;0.002643
colorado;0.000397;6.658211;0.002643
cordano;0.000397;6.658211;0.002643
crypto;0.000794;0.014355;1.1e-05
currency;0.000397;0.014355;6e-06
dapps;0.000794;2.336283;0.001855
ddos;0.000397;6.658211;0.002643
dex;0.000397;0.028855;1.1e-05
djed;0.000397;6.658211;0.002643
doge;0.000397;0.028855;1.1e-05
dot;0.000397;0.028855;1.1e-05
daedalus;0.000397;6.658211;0.002643
defi;0.000397;0.014355;6e-06
defiанонимныес;0.000397;0.028855;1.1e-05
diluted;0.000397;0.658211;0.000261
dogecoin;0.000397;0.028855;1.1e-05
e;0.000397;0.448758;0.000178
emurgo;0.000397;6.658211;0.002643
emurgoподразделение;0.000397;6.658211;0.002643
erc;0.000397;2.13465;0.000847
eth;0.000397;0.014355;6e-06
eur;0.000397;0.014355;6e-06
evm;0.000397;4.658211;0.001849
earnпроекты;0.000397;0.028855;1.1e-05
earnтокены;0.000397;0.028855;1.1e-05
ethereum;0.000397;0.014355;6e-06
ethereumкурсыbitcoinbtcbtc;0.000397;0.028855;1.1e-05
ethereumперспективные;0.000397;0.028855;1.1e-05
ethereumпрогнозы;0.000397;0.028855;1.1e-05
exhub;0.000397;0.613817;0.000244
exodus;0.000397;5.658211;0.002246
explorer;0.000397;6.658211;0.002643
fdic;0.000397;0.528928;0.00021
fdv;0.000397;0.658211;0.000261
ftx;0.000397;2.957772;0.001174
fancy;0.000397;0.549687;0.000218
fault;0.000397;6.658211;0.002643
finance;0.000397;0.336283;0.000134
float;0.000397;0.613817;0.000244
fordin;0.000397;0.592122;0.000235
fortune;0.000397;5.658211;0.002246
foundation;0.000397;0.528928;0.00021
foundationнезависимая;0.000397;6.658211;0.002643
fully;0.000397;0.658211;0.000261
gate;0.000397;0.592122;0.000235
genesis;0.000397;5.658211;0.002246
github;0.000397;4.658211;0.001849
global;0.000397;3.658211;0.001452
glory;0.000397;0.592122;0.000235
golden;0.000397;0.592122;0.000235
google;0.000397;4.073249;0.001617
gwei;0.000397;0.028855;1.1e-05
hash;0.000397;0.613817;0.000244
hk;0.000794;6.658211;0.005287
hashbon;0.000397;0.613817;0.000244
hashflow;0.000397;0.592122;0.000235
haskell;0.000397;5.073249;0.002014
hitbtc;0.000397;0.028855;1.1e-05
huobi;0.000397;0.028855;1.1e-05
hydra;0.000397;5.658211;0.002246
ico;0.000397;0.028855;1.1e-05
iele;0.000397;6.658211;0.002643
imx;0.000397;0.570749;0.000227
inushibshib;0.000397;0.028855;1.1e-05
io;0.000794;0.028855;2.3e-05
iohk;0.000397;5.658211;0.002246
iohkинженерно;0.000397;6.658211;0.002643
ip;0.000397;0.028855;1.1e-05
iupui;0.000397;6.658211;0.002643
indiana;0.000397;6.658211;0.002643
infinito;0.000397;6.658211;0.002643
input;0.000794;5.658211;0.004493
jpy;0.000397;0.028855;1.1e-05
kevm;0.000397;6.658211;0.002643
kzt;0.000397;0.028855;1.1e-05
kimera;0.000397;6.658211;0.002643
kucoin;0.000397;0.028855;1.1e-05
lsd;0.000397;0.613817;0.000244
ltc;0.000397;0.028855;1.1e-05
linux;0.000397;4.336283;0.001722
