TOKEN;TF;IDF;TF*IDF
aave;0.001832;2.957772;0.005419
ada;0.000916;0.028855;2.6e-05
algo;0.000916;5.658211;0.005183
ape;0.000916;4.336283;0.003972
apt;0.000916;0.488286;0.000447
atom;0.000916;5.073249;0.004647
avax;0.000916;3.658211;0.003351
axl;0.000916;6.658211;0.006099
axs;0.000916;3.336283;0.003056
axial;0.000916;6.658211;0.006099
algorand;0.000916;3.658211;0.003351
apecoin;0.000916;0.028855;2.6e-05
aptos;0.000916;0.488286;0.000447
avalanche;0.000916;2.957772;0.002709
axie;0.000916;3.073249;0.002815
bch;0.000916;2.751321;0.00252
bnb;0.000916;0.028855;2.6e-05
bsv;0.000916;6.658211;0.006099
btc;0.000916;0.014355;1.3e-05
btcusdeurrubuahkzt;0.000916;1.704015;0.001561
btt;0.000916;5.658211;0.005183
bttold;0.000916;6.658211;0.006099
busd;0.000916;0.028855;2.6e-05
binance;0.000916;0.014355;1.3e-05
bittorrent;0.000916;5.658211;0.005183
bitcoin;0.000916;0.014355;1.3e-05
bitcoinпрогнозы;0.000916;0.028855;2.6e-05
bitget;0.000916;0.014355;1.3e-05
blockchain;0.000916;3.488286;0.003195
buybit;0.000916;0.028855;2.6e-05
bybit;0.000916;0.014355;1.3e-05
cake;0.000916;4.658211;0.004267
celo;0.001832;4.336283;0.007944
cex;0.000916;0.028855;2.6e-05
cfx;0.000916;6.658211;0.006099
chz;0.000916;5.073249;0.004647
cro;0.000916;4.658211;0.004267
crv;0.000916;4.336283;0.003972
cvnt;0.000916;6.658211;0.006099
cardano;0.000916;0.028855;2.6e-05
cardanoadaada;0.000916;0.028855;2.6e-05
cash;0.000916;2.13465;0.001955
chainlink;0.000916;2.658211;0.002435
chia;0.000916;4.336283;0.003972
chiliz;0.000916;4.658211;0.004267
classic;0.000916;4.073249;0.003731
coin;0.000916;0.028855;2.6e-05
coinbnbbnb;0.000916;0.028855;2.6e-05
coinex;0.000916;0.028855;2.6e-05
coinusdcusdc;0.000916;0.028855;2.6e-05
computer;0.000916;4.658211;0.004267
conflux;0.000916;5.658211;0.005183
content;0.000916;6.658211;0.006099
cosmos;0.000916;4.073249;0.003731
cronos;0.000916;4.073249;0.003731
crypto;0.001832;0.014355;2.6e-05
currency;0.000916;0.014355;1.3e-05
curve;0.000916;3.658211;0.003351
dai;0.001832;3.19878;0.00586
dao;0.000916;3.073249;0.002815
dash;0.001832;3.336283;0.006112
dex;0.000916;0.028855;2.6e-05
doge;0.000916;0.028855;2.6e-05
dot;0.000916;0.028855;2.6e-05
dydx;0.001832;4.336283;0.007944
defi;0.000916;0.014355;1.3e-05
defiанонимныес;0.000916;0.028855;2.6e-05
decentraland;0.000916;3.488286;0.003195
dogecoin;0.000916;0.028855;2.6e-05
dollar;0.000916;3.850857;0.003527
ecox;0.001832;5.658211;0.010366
egld;0.000916;4.658211;0.004267
ens;0.000916;5.658211;0.005183
eos;0.000916;3.336283;0.003056
etc;0.000916;4.336283;0.003972
eth;0.000916;0.014355;1.3e-05
eur;0.000916;0.014355;1.3e-05
earn;0.000916;1.528928;0.0014
earnпроекты;0.000916;0.028855;2.6e-05
earnтокены;0.000916;0.028855;2.6e-05
elrond;0.000916;4.073249;0.003731
ether;0.000916;4.658211;0.004267
ethereum;0.000916;0.014355;1.3e-05
ethereumкурсыbitcoinbtcbtc;0.000916;0.028855;2.6e-05
ethereumперспективные;0.000916;0.028855;2.6e-05
ethereumпрогнозы;0.000916;0.028855;2.6e-05
fdic;0.000916;0.528928;0.000484
feg;0.000916;6.658211;0.006099
fil;0.000916;4.336283;0.003972
flow;0.001832;3.850857;0.007055
frax;0.001832;3.658211;0.006702
ftm;0.000916;5.658211;0.005183
fxs;0.000916;5.073249;0.004647
fantom;0.000916;4.336283;0.003972
filecoin;0.000916;4.073249;0.003731
forum;0.000916;5.658211;0.005183
gala;0.001832;4.658211;0.008534
gls;0.000916;6.658211;0.006099
grt;0.000916;4.336283;0.003972
gt;0.000916;5.658211;0.005183
gatechain;0.000916;5.658211;0.005183
golos;0.000916;6.658211;0.006099
graph;0.000916;3.658211;0.003351
gwei;0.000916;0.028855;2.6e-05
hbar;0.000916;5.073249;0.004647
hft;0.000916;5.073249;0.004647
ht;0.000916;4.658211;0.004267
hashgraph;0.000916;4.658211;0.004267
hedera;0.000916;4.658211;0.004267
hirefreehands;0.000916;5.658211;0.005183
hitbtc;0.000916;0.028855;2.6e-05
huobi;0.000916;0.028855;2.6e-05
ico;0.000916;0.028855;2.6e-05
icp;0.000916;5.073249;0.004647
imx;0.000916;0.570749;0.000523
inch;0.001832;3.658211;0.006702
inu;0.000916;3.488286;0.003195
inushibshib;0.000916;0.028855;2.6e-05
io;0.000916;0.028855;2.6e-05
ip;0.000916;0.028855;2.6e-05
impact;0.000916;6.658211;0.006099
infinity;0.000916;3.073249;0.002815
internet;0.000916;3.850857;0.003527
jpy;0.000916;0.028855;2.6e-05
kcs;0.000916;5.658211;0.005183
klay;0.000916;5.073249;0.004647
kzt;0.000916;0.028855;2.6e-05
klaytn;0.000916;4.658211;0.004267
kucoin;0.000916;0.028855;2.6e-05
ldo;0.000916;5.658211;0.005183
leo;0.000916;5.073249;0.004647
link;0.000916;2.751321;0.00252
ltc;0.000916;0.028855;2.6e-05
lukso;0.000916;5.073249;0.004647
luna;0.000916;3.336283;0.003056
lunc;0.000916;4.658211;0.004267
lyxe;0.000916;5.658211;0.005183
lido;0.000916;4.658211;0.004267
litecoin;0.000916;0.014355;1.3e-05
mana;0.000916;3.658211;0.003351
matic;0.000916;3.336283;0.003056
max;0.001832;0.103623;0.00019
mexc;0.000916;0.028855;2.6e-05
mim;0.000916;5.658211;0.005183
min;0.001832;0.103623;0.00019
mina;0.001832;4.658211;0.008534
mkr;0.000916;5.073249;0.004647
multi;0.000916;6.658211;0.006099
myth;0.001832;6.658211;0.012198
magic;0.000916;5.073249;0.004647
maker;0.000916;3.850857;0.003527
monero;0.000916;1.613817;0.001478
money;0.000916;4.336283;0.003972
move;0.000916;0.028855;2.6e-05
multichain;0.000916;6.658211;0.006099
near;0.000916;4.336283;0.003972
neo;0.001832;4.336283;0.007944
nexo;0.001832;5.658211;0.010366
nft;0.000916;0.014355;1.3e-05
name;0.000916;5.073249;0.004647
network;0.000916;2.13465;0.001955
nominex;0.000916;0.028855;2.6e-05
okb;0.000916;4.336283;0.003972
okx;0.000916;0.028855;2.6e-05
op;0.000916;6.658211;0.006099
optimism;0.000916;5.073249;0.004647
pci;0.000916;4.658211;0.004267
pancakeswap;0.000916;3.658211;0.003351
pax;0.000916;3.336283;0.003056
payprotocol;0.000916;5.073249;0.004647
paycoin;0.000916;5.073249;0.004647
phemex;0.000916;0.014355;1.3e-05
play;0.000916;0.028855;2.6e-05
polkadot;0.000916;0.028855;2.6e-05
