TOKEN;TF;IDF;TF*IDF
ada;0.00141;0.028855;4.1e-05
alita;0.002821;5.658211;0.015962
aml;0.00141;5.658211;0.007978
apt;0.00141;0.488286;0.000688
awo;0.00141;5.658211;0.007978
aiwork;0.00141;5.658211;0.007978
america;0.00141;0.592122;0.000835
apecoin;0.00141;0.028855;4.1e-05
aptos;0.00141;0.488286;0.000688
atlantis;0.00141;6.658211;0.009388
blry;0.00141;5.658211;0.007978
bnb;0.00141;0.028855;4.1e-05
btc;0.00141;0.014355;2e-05
btv;0.00141;5.073249;0.007153
busd;0.00141;0.028855;4.1e-05
bank;0.00141;0.549687;0.000775
billarycoin;0.00141;5.658211;0.007978
binance;0.00141;0.014355;2e-05
bitcoin;0.00141;0.014355;2e-05
bitcoinпрогнозы;0.00141;0.028855;4.1e-05
bitforex;0.00141;5.073249;0.007153
bitget;0.00141;0.014355;2e-05
bitvote;0.00141;5.658211;0.007978
buybit;0.00141;0.028855;4.1e-05
bybit;0.00141;0.014355;2e-05
cactus;0.00141;6.658211;0.009388
cex;0.00141;0.028855;4.1e-05
cspr;0.00141;6.658211;0.009388
cardano;0.00141;0.028855;4.1e-05
cardanoadaada;0.00141;0.028855;4.1e-05
cardanum;0.00141;6.658211;0.009388
coin;0.00141;0.028855;4.1e-05
coinbnbbnb;0.00141;0.028855;4.1e-05
coinex;0.00141;0.028855;4.1e-05
coinusdcusdc;0.00141;0.028855;4.1e-05
coinse;0.00141;5.658211;0.007978
concave;0.00141;6.658211;0.009388
crypto;0.002821;0.014355;4e-05
cryptotab;0.00141;6.658211;0.009388
currency;0.00141;0.014355;2e-05
dao;0.00141;3.073249;0.004333
dex;0.00141;0.028855;4.1e-05
dodo;0.00141;4.073249;0.005743
doge;0.00141;0.028855;4.1e-05
dot;0.00141;0.028855;4.1e-05
defi;0.00141;0.014355;2e-05
defiанонимныес;0.00141;0.028855;4.1e-05
dogecoin;0.00141;0.028855;4.1e-05
ens;0.00141;5.658211;0.007978
eos;0.00141;3.336283;0.004704
eth;0.00141;0.014355;2e-05
eur;0.00141;0.014355;2e-05
earnпроекты;0.00141;0.028855;4.1e-05
earnтокены;0.00141;0.028855;4.1e-05
ethereum;0.00141;0.014355;2e-05
ethereumкурсыbitcoinbtcbtc;0.00141;0.028855;4.1e-05
ethereumперспективные;0.00141;0.028855;4.1e-05
